iso3code,country,survey_year,year,subregion,region,sdg_region,unicef_region,who_region,wb_income_group,wb_region,who_database_reference_number,survey_sample_size,severe_wasting,wasting,overweight,stunting,underweight,nots,report_author,source,under_5_population,
UGA,UGANDA,2006,2006,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2885,2816,2.2,6.3,4.9,38.7,16.4,,Uganda Bureau of Statistics (UBOS) and Macro International Inc.,"Uganda demographic and health survey 2006. Demographic and Health Surveys. Calverton, Maryland, USA: UBOS and Macro International Inc., 2007 (and additional analysis)."," 5,935.8 ",
UGA,UGANDA,2011,2011,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3131,2448,1.5,4.8,3.8,33.7,14.1,,Uganda Bureau of Statistics (UBOS) and ICF International Inc.,"Uganda demographic and health survey 2011. Demographic and Health Surveys. Kampala, Uganda: UBOS and Calverton, Maryland: ICF International Inc., 2012 (and additional analysis)."," 6,810.6 ",
UGA,UGANDA,2011-12,2012,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3320,2792742,0.3,4.3,5.8,34.2,12,,Uganda Bureau of Statistics (UBOS).,"Uganda National Panel Survey (UNPS) - Wave III. Kampala, Uganda: UBOS, 2013 (and additional analysis)."," 6,985.4 ",
UGA,UGANDA,2016,2016,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,,5110,1.3,3.6,3.7,28.9,10.5,(pending reanalysis),Uganda Bureau of Statistics (UBOS); ICF,"Uganda Demographic and Health Survey 2016: Key Indicators Report. Kampala, Uganda: UBOS, and Rockville, Maryland, USA: UBOS and ICF."," 7,698.9 ",
UKR,UKRAINE,2000,2000,Eastern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,2288,4247,3.8,8.2,26.5,22.9,4.1,,State Statistics Committee of Ukraine.,Multiple indicator cluster survey (full report). MICS. 7/1/02 http://www.childinfo.org/MICS2/natlMICSrepz/Ukraine/UKRfull_report.pdf (and additional analysis).," 2,160.6 ",
UKR,UKRAINE,2002,2002,Eastern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,2682,878,,0.3,,3.7,0.8,Age-adjusted; converted estimates,"Academy of Medical Science of Ukraine, Ministry of Health [Ukraine], Komisarenko Endocrinology and Metabolism, and Institute of Occupational","Health under AMS of Ukraine, State Statistics Committee of Ukraine, UNICEF, CDC. Report of the national micronutrient survey Ukraine. C.: Premier Media, 2004 (and additional analysis)."," 2,030.1 ",
TZA,UNITED REPUBLIC OF TANZANIA (THE),1991-92,1991,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,473,6711,2.8,7.9,5.7,49.7,25.1,,"Ngallaba S, Kapiga SH, Ruyobya I, Boerma JT.","Tanzania demographic and health survey 1991/92. Demographic and Health Surveys. Dar es Salaam, United Republic of Tanzania, 1992 (and additional analysis)."," 4,806.8 ",
TZA,UNITED REPUBLIC OF TANZANIA (THE),1996,1996,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,1752,5677,3,8.5,4.6,49.7,26.9,,Bureau of Statistics [Tanzania] and Macro International Inc.,"Tanzania demographic and health survey 1996. Demographic and Health Surveys. Calverton, Maryland: Bureau of Statistics and Macro International Inc., 1997 (and additional analysis)."," 5,507.3 ",
TZA,UNITED REPUBLIC OF TANZANIA (THE),1999,1999,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2182,2657,2,5.6,3.3,48.3,25.3,,National Bureau of Statistics (NBS) [Tanzania] and ORC Macro.,"Tanzania reproductive and child health survey 1999. Demographic and Health Surveys. Calverton, Maryland: National Bureau of Statistics [Tanzania] and Macro International Inc., 2000 (and additional analysis)."," 5,829.3 ",
TZA,UNITED REPUBLIC OF TANZANIA (THE),2004-05,2004,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2766,8193,1,3.5,4.9,44.4,16.7,,National Bureau of Statistics (NBS) [Tanzania] and ORC Macro.,"Tanzania demographic and health survey  2004-05. Demographic and Health Surveys. Dar es Salaam, Tanzania: National Bureau of Statistics and ORC Macro, 2005 (and additional analysis)."," 6,855.8 ",
TZA,UNITED REPUBLIC OF TANZANIA (THE),2008-09,2009,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3167,1999,,2.7,,43,15.9,,National Bureau of Statistics (NBS) [Tanzania].,"Tanzania National Panel Survey Report (NPS) - Wave 2, 2010 - 2011. Dar es Salaam, Tanzania: NBS, 2012."," 8,005.1 ",
TZA,UNITED REPUBLIC OF TANZANIA (THE),2009-10,2010,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3076,7652,1.3,4.9,5.5,42.5,16.2,,National Bureau of Statistics (NBS) [Tanzania] and ICF Macro.,"Tanzania demographic and health survey  2010. Demographic and Health Surveys. Dar es Salaam, Tanzania: NBS and ICF Macro, 2011 (and additional analysis)."," 8,225.6 ",
TZA,UNITED REPUBLIC OF TANZANIA (THE),2010-11,2011,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3167,2602,,6.6,,34.8,13.6,,National Bureau of Statistics (NBS) [Tanzania].,"Tanzania National Panel Survey Report (NPS) - Wave 2, 2010 - 2011. Dar es Salaam, Tanzania: NBS, 2012."," 8,455.9 ",
TZA,UNITED REPUBLIC OF TANZANIA (THE),2012-13,2013,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3317,6313643,1.4,4.3,5.2,37.1,13,,National Bureau of Statistics (NBS) [Tanzania].,"Tanzania National Panel Survey Report (NPS) - Wave 3, 2012 - 2013. Dar es Salaam, Tanzania: NBS, 2014 (and additional analysis)."," 8,943.1 ",
TZA,UNITED REPUBLIC OF TANZANIA (THE),2014,2014,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3318,16867,0.9,3.8,,34.7,13.4,(pending reanalysis),"Tanzania Food and Nutrition Centre, Ministry of Health and Social Welfare.","Tanzania national nutrition survey 2014: Final report. United Republic of Tanzania, December 2014."," 9,186.7 ",
TZA,UNITED REPUBLIC OF TANZANIA (THE),2015-16,2015,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3319,9886,1.2,4.5,3.6,34.4,13.7,(pending reanalysis),National Bureau of Statistics (NBS) [Tanzania].,"Tanzania demographic and health survey  2015-16. Demographic and Health Surveys. Dar es Salaam, Tanzania: NBS and ICFInternational, 2016"," 9,419.1 ",
USA,UNITED STATES OF AMERICA (THE),1988-94,1991,Northern America,Northern America,Northern America and Europe,North America,AMRO,High Income,North America,1766,6662,0.1,0.7,5.4,3.2,0.9,(2-60 months),"National Center for Health Statistics, Centers for Disease Control and Prevention.","Plan and operation of the third national health and nutrition examination survey, 1988-94 (NHANES III). Vital Health Statistics 1994;32:1-2 (and additional analysis)."," 19,555.7 ",
USA,UNITED STATES OF AMERICA (THE),1999-02,2001,Northern America,Northern America,Northern America and Europe,North America,AMRO,High Income,North America,2606,2666,0,0.4,7,3.3,1.1,,"Hedley AA, Ogden CL, Johnson CL, Carroll MD, Curtin LR, Flegal KM.","Prevalence of overweight and obesity among US children, adolescents, and adults, 1999-2002. JAMA 2004;291:2847-50 (and additional analysis)."," 19,382.3 ",
USA,UNITED STATES OF AMERICA (THE),2003-06,2005,Northern America,Northern America,Northern America and Europe,North America,AMRO,High Income,North America,3183,3092,0.1,0.8,8.1,3.2,1.1,,Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS).,"National Health and Nutrition Examination Survey Data. Hyattsville, MD: U.S. Department of Health and Human Services, CDC, [2003-06 combined][wwwn.cdc.gov/nchs/nhanes/search/nhanes03_04.aspx and wwwn.cdc.gov/nchs/nhanes/search/nhanes05_06.aspx]."," 20,273.5 ",
USA,UNITED STATES OF AMERICA (THE),2007-10,2009,Northern America,Northern America,Northern America and Europe,North America,AMRO,High Income,North America,3186,2898,0,0.5,7.8,2.7,0.8,,Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS).,"National Health and Nutrition Examination Survey Data. Hyattsville, MD: U.S. Department of Health and Human Services, CDC, [2007-10 combined][wwwn.cdc.gov/nchs/nhanes/search/nhanes07_08.aspx and wwwn.cdc.gov/nchs/nhanes/search/nhanes09_10.aspx]."," 20,913.8 ",
USA,UNITED STATES OF AMERICA (THE),2011-12,2012,Northern America,Northern America,Northern America and Europe,North America,AMRO,High Income,North America,3188,600,0,0.5,6,2.1,0.5,,Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS).,"National Health and Nutrition Examination Survey Data. Hyattsville, MD: U.S. Department of Health and Human Services, CDC, [2011-12] [wwwn.cdc.gov/nchs/nhanes/search/nhanes11_12.aspx]."," 20,508.4 ",
URY,URUGUAY,1987,1987,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,198,3471,,,,21,6.5,Converted estimates,Bove MI.,"Uruguay: Situacion alimentario-nutricional, algunos factores condicionantes 1970-87. Document prepared for the ACC/SCN. Montevideo, Uruguay, 1987 (and additional analysis).", 258.6 ,
URY,URUGUAY,1999,1999,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,3127,11413,0.8,2.3,9,12.8,4.7,Age-adjusted;,"Bove I, Campoy C, Uauy R, Miranda T, Cerruti F. Trends in early growth indices (stunting and overweight) in the first 24 months of life in Uruguay","over the past decade. Public Health Nutrition 2013 (in press). Encuesta nacional sobre estado nutricional, prácticas de alimentación y anemia. Montevideo, Uruguay: MSP, MIDES, RUANDI, UNICEF, 2011 (and additional analysis).", 274.5 ,
URY,URUGUAY,2002,2002,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,2778,7091,0.5,2.4,10,14.7,5.4, National monitoring system,Ministerio de Salud Publica.,"Sistema de vigilancia del estado nutricional (SISVEN), 2002. Programa Nacional de Nutrición. Montevideo, Uruguay, 2007.", 262.5 ,
URY,URUGUAY,2003,2003,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,3127,2787,0.9,2.8,11.5,15.8,5.1,Age-adjusted;,"Bove I, Campoy C, Uauy R, Miranda T, Cerruti F. Trends in early growth indices (stunting and overweight) in the first 24 months of life in Uruguay","over the past decade. Public Health Nutrition 2013 (in press). Encuesta nacional sobre estado nutricional, prácticas de alimentación y anemia. Montevideo, Uruguay: MSP, MIDES, RUANDI, UNICEF, 2011 (and additional analysis).", 259.9 ,
URY,URUGUAY,2004,2004,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,2777,7012,0.7,3,9.4,13.9,6,National monitoring system,Ministerio de Salud Publica.,"Sistema de vigilancia del estado nutricional (SISVEN), 2004. Programa Nacional de Nutrición. Montevideo, Uruguay, 2007.", 257.6 ,
URY,URUGUAY,2007,2007,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,3127,3004,1,2.5,7.9,10.8,4.2,Age-adjusted;,"Bove I, Campoy C, Uauy R, Miranda T, Cerruti F. Trends in early growth indices (stunting and overweight) in the first 24 months of life in Uruguay","over the past decade. Public Health Nutrition 2013 (in press). Encuesta nacional sobre estado nutricional, prácticas de alimentación y anemia. Montevideo, Uruguay: MSP, MIDES, RUANDI, UNICEF, 2011 (and additional analysis).", 251.8 ,
URY,URUGUAY,2011,2011,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,3127,2979,0,1.3,7.2,10.7,4,Age-adjusted;,"Bove I, Campoy C, Uauy R, Miranda T, Cerruti F. Trends in early growth indices (stunting and overweight) in the first 24 months of life in Uruguay","over the past decade. Public Health Nutrition 2013 (in press). Encuesta nacional sobre estado nutricional, prácticas de alimentación y anemia. Montevideo, Uruguay: MSP, MIDES, RUANDI, UNICEF, 2011 (and additional analysis).", 246.2 ,
UZB,UZBEKISTAN,1996,1996,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,1758,1148,6.1,10.7,15.9,39.5,13.3,Age-adjusted;,Institute of Obstetrics and Gynecology [Uzbekistan] and Macro International Inc.,"Uzbekistan demographic and health survey 1996. Demographic and Health Surveys. Calverton, Maryland: Institute of Obstetrics and Gynecology and Macro International Inc., 1997 (and additional analysis)."," 3,237.5 ",
UZB,UZBEKISTAN,2002,2002,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,2629,2525,3.9,8.9,11.1,25.3,7.1,,"Analytical and Information Center, Ministry of Health of the Republic of Uzbekistan, State Department of Statistics, Ministry of Macroeconomics and","Statistics [Uzbekistan], and ORC Macro. Uzbekistan health examination survey 2002. Demographic and Health Surveys. Calverton, Maryland, USA: Analytical and Information Center, State Department of Statistics, and ORC Macro, 2004."," 2,650.2 ",
UZB,UZBEKISTAN,2006,2006,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,2783,4883,1.7,4.5,12.8,19.6,4.4,,UNICEF and State Statistical Committee of the Republic of Uzbekistan.,"Uzbekistan multiple indicator cluster survey 2006, Final report. Tashkent, Uzbekistan: UNICEF, 2007 (and additional analysis)."," 2,606.2 ",
VUT,VANUATU,1996,1996,Melanesia,Oceania,Oceania excluding Australia and New Zealand,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2491,1297,,6.8,,25.7,10.6,Converted estimates,Department of Health [Vanuatu] and Australian Agency for International Development (AusAID).,"Report of the second national nutrition survey 1996. Government of the Republic of Vanuatu, Department of Health and AusAID, 1998 (and additional analysis).", 26.8 ,
VUT,VANUATU,2007,2007,Melanesia,Oceania,Oceania excluding Australia and New Zealand,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,3028,1358,1.9,5.9,4.7,25.9,11.7,,"Ministry of Health, Government of Vanuatu.","Vanuatu multiple indicator cluster survey 2007 (MICS). Final Report. Port Vila, Vanuatu: Ministry of Health, Government of Vanuatu, 2008 (and additional analysis).", 30.9 ,
VUT,VANUATU,2013,2013,Melanesia,Oceania,Oceania excluding Australia and New Zealand,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,3253,1241,1.1,4.4,4.6,28.5,10.7,(pending reanalysis),Vanuatu  National  Statistics  Office (VNSO) and Secretariat of the Pacific  Community (SPC).,"Vanuatu demographic and health survey 2013. Port Vila, Vanuatu, 2014.", 35.2 ,
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),1987,1987,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1550,18023,,2.2,9,7,3.9,Converted estimates,Centro de estudios sobre crecimiento y desarrollo de la poblacion venezolana,"Proyecto Venezuela 1987. Caracas: Centro de estudios sobre crecimiento y desarrollo de la poblacion venezolana, 1995 (and additional analysis)."," 2,605.9 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),1990,1990,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1562,180709,,5.7,4,18.6,6.7,Converted estimates,Oficina SISVAN.,"Resultados de la evalucion antropométrica del componente menores de 5 anos del Sistema de Vigilancia Alimentaria y Nutricional (SISVAN): Venezuela 1990-1993. Caracas: Instituto Nacional de Nutricion, 1996 (and additional analysis)."," 2,764.3 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),1991,1991,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1562,261095,,4.5,4.3,18.2,5.4,Converted estimates,Oficina SISVAN.,"Resultados de la evalucion antropométrica del componente menores de 5 anos del Sistema de Vigilancia Alimentaria y Nutricional (SISVAN): Venezuela 1990-1993. Caracas: Instituto Nacional de Nutricion, 1996 (and additional analysis)."," 2,807.4 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),1992,1992,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1562,257491,,4.3,4.9,18.3,4.5,Converted estimates,Oficina SISVAN.,"Resultados de la evalucion antropométrica del componente menores de 5 anos del Sistema de Vigilancia Alimentaria y Nutricional (SISVAN): Venezuela 1990-1993. Caracas: Instituto Nacional de Nutricion, 1996 (and additional analysis)."," 2,822.5 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),1993,1993,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1562,256344,,4,4.9,17.4,4,Converted estimates,Oficina SISVAN.,"Resultados de la evalucion antropométrica del componente menores de 5 anos del Sistema de Vigilancia Alimentaria y Nutricional (SISVAN): Venezuela 1990-1993. Caracas: Instituto Nacional de Nutricion, 1996 (and additional analysis)."," 2,817.7 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),1994,1994,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1616,235552,,3.8,5,17.9,3.9,Converted estimates,Oficina SISVAN.,"Clasificacion antropometrica nutricional, Venezuela 1994. INN-SISVAN componente menores de 5 anos. Caracas: Instituto Nacional de Nutricion, 1996 (and additional analysis)."," 2,807.8 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),1995,1995,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1854,341155,,3.8,4.7,18.9,4.1,Converted estimates,Oficina SISVAN.,"Evaluacion antropometrica nutricional de los menores de cinco anos, para comparacion internacional: Venezuela 1995-1997. Caracas: Instituto Nacional de Nutricion, 1998 (and additional analysis)."," 2,803.5 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),1996,1996,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1854,344701,,3.8,4.7,19.3,4.4,Converted estimates,Oficina SISVAN.,"Evaluacion antropometrica nutricional de los menores de cinco anos, para comparacion internacional: Venezuela 1995-1997. Caracas: Instituto Nacional de Nutricion, 1998 (and additional analysis)."," 2,786.4 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),1997,1997,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1854,291749,,3.8,5,19.9,4.5,Converted estimates,Oficina SISVAN.,"Evaluacion antropometrica nutricional de los menores de cinco anos, para comparacion internacional: Venezuela 1995-1997. Caracas: Instituto Nacional de Nutricion, 1998 (and additional analysis)."," 2,786.0 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),1998,1998,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2020,299531,,4.4,4.9,19.2,4.6,Converted estimates,Oficina SISVAN.,"Evaluacion antropometrica nutricional de los menores de cinco años, para comparacion internacional. Venezuela 1990-1998. Caracas: Instituto Nacional de Nutricion, 1999 (and additional analysis)."," 2,797.8 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),1999,1999,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2149,377496,,4,5.2,18.3,4.1,Converted estimates,Oficina SISVAN.,"Evaluacion antropometrica nutricional de los menores de cinco anos, para comparacion internacional. Venezuela 1990-1999. Caracas: Instituto Nacional de Nutricion, 2000 (and additional analysis)."," 2,812.5 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),2000,2000,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2247,321257,,3.9,5.3,17.4,3.9,Converted estimates,Oficina SISVAN.,"Evaluacion antropometrica nutricional de los menores de cinco años, para comparacion internacional. Venezuela 2000. Caracas: Instituto Nacional de Nutrition, 2001(and additional analysis)."," 2,823.4 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),2001,2001,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3128,,,4.4,5.4,17.3,4,Converted estimates,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de Nutrición (INN).","Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis)."," 2,840.4 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),2002,2002,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3128,,,4.8,5.4,17.6,4.2,Converted estimates,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de Nutrición (INN).","Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis)."," 2,854.1 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),2003,2003,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3128,,,5.2,5.3,17.7,4.6,Converted estimates,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de Nutrición (INN).","Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis)."," 2,864.7 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),2004,2004,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3128,,,5.2,5.2,17.1,4.5,Converted estimates,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de Nutrición (INN).","Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis)."," 2,874.8 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),2005,2005,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3128,,,4.8,5.5,16.2,4.1,Converted estimates,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de Nutrición (INN).","Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis)."," 2,886.5 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),2006,2006,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3128,,,4.8,6.1,16.2,3.9,Converted estimates,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de Nutrición (INN).","Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis)."," 2,906.3 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),2007,2007,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3024,242775,,5,6.1,15.6,3.7,Converted estimates,Instituto Nacional de Nutrición.,"Sistema de vigilancia alimentaria y nutricional Venezuela 2007. Caracas, Venezuela: Instituto Nacional de Nutrición, 2009 (y análisis adicional)."," 2,921.0 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),2008,2008,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3128,,,4.5,6.3,14.6,3.2,Converted estimates,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de Nutrición (INN).","Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis)."," 2,932.2 ",
VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),2009,2009,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3128,,,4.1,6.4,13.4,2.9,Converted estimates,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de Nutrición (INN).","Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis)."," 2,941.2 ",
VNM,VIET NAM,1987-89,1988,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,349,7044,,11.1,,61.3,40.7,Converted estimates,Ministry of Health.,"Report on re-analyzed data collected by the General Nutrition Survey 1987-89. Department of Planning. Hanoi, Viet Nam, 1991 (and additional analysis)."," 9,040.5 ",
VNM,VIET NAM,1992-93,1993,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,1591,2833,1.3,6.7,2.8,61.4,36.9,,General Statistical Office,"Viet Nam living standards survey 1992-93 (VNLSS). Washington, D.C.: The World Bank, 1998 (and additional analysis)."," 9,409.3 ",
VNM,VIET NAM,1994,1994,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,1443,37764,,13.5,,52.5,40.6,Converted estimates,"Bloem MW, Gorstein J.","Viet Nam: Xerophthalmia free; 1994 national Vitamin A deficiency and protein-energy malnutrition prevalence survey. Consultancy report 5-17 March 1995. National Institute of Nutrition. Hanoi, Viet Nam, 1995 (and additional analysis)."," 9,364.0 ",
